ZIP Code,Type,Common Cities,County
12997,Standard,"Wilmington, Whiteface Mountain, Whiteface Mtn",Essex County
12998,Standard,Witherbee,Essex County
13020,PO Box,"Apulia Station, Apulia Sta",Onondaga County
13021,Standard,"Auburn, Owasco, Sennett",Cayuga County
13022,PO Box,Auburn,Cayuga County
13024,Unique,Auburn,Cayuga County
13026,Standard,Aurora,Cayuga County
13027,Standard,"Baldwinsville, Lysander",Onondaga County
13028,Standard,Bernhards Bay,Oswego County
13029,Standard,Brewerton,Onondaga County
13030,Standard,Bridgeport,Madison County
13031,Standard,Camillus,Onondaga County
13032,Standard,"Canastota, Perryville",Madison County
13033,Standard,Cato,Cayuga County
13034,Standard,Cayuga,Cayuga County
13035,Standard,Cazenovia,Madison County
13036,Standard,"Central Square, Central Sq",Oswego County
13037,Standard,Chittenango,Madison County
13039,Standard,"Cicero, Clay",Onondaga County
13040,Standard,"Cincinnatus, East Freetown",Cortland County
13041,Standard,Clay,Onondaga County
13042,Standard,Cleveland,Oswego County
13043,PO Box,Clockville,Madison County
13044,Standard,Constantia,Oswego County
13045,Standard,Cortland,Cortland County
13051,PO Box,Delphi Falls,Onondaga County
13052,Standard,De Ruyter,Madison County
13053,Standard,Dryden,Tompkins County
13054,Standard,Durhamville,Oneida County
13056,PO Box,East Homer,Cortland County
13057,Standard,East Syracuse,Onondaga County
13060,Standard,Elbridge,Onondaga County
13061,Standard,Erieville,Madison County
13062,PO Box,Etna,Tompkins County
13063,Standard,Fabius,Onondaga County
13064,PO Box,Fair Haven,Cayuga County
13065,PO Box,Fayette,Seneca County
13066,Standard,Fayetteville,Onondaga County
13068,Standard,Freeville,Tompkins County
13069,Standard,Fulton,Oswego County
13071,Standard,Genoa,Cayuga County
13072,Standard,Georgetown,Madison County
13073,Standard,Groton,Tompkins County
13074,Standard,Hannibal,Oswego County
13076,Standard,Hastings,Oswego County
13077,Standard,Homer,Cortland County
13078,Standard,Jamesville,Onondaga County
13080,Standard,Jordan,Onondaga County
13081,Standard,King Ferry,Cayuga County
13082,Standard,Kirkville,Madison County
13083,Standard,Lacona,Oswego County
13084,Standard,La Fayette,Onondaga County
13087,PO Box,Little York,Cortland County
13088,Standard,Liverpool,Onondaga County
13089,PO Box,Liverpool,Onondaga County
13090,Standard,"Liverpool, Bayberry",Onondaga County
13092,Standard,Locke,Cayuga County
13093,PO Box,Lycoming,Oswego County
13101,Standard,Mc Graw,Cortland County
13102,PO Box,Mc Lean,Tompkins County
13103,Standard,Mallory,Oswego County
13104,Standard,Manlius,Onondaga County
13107,PO Box,Maple View,Oswego County
13108,Standard,Marcellus,Onondaga County
13110,Standard,Marietta,Onondaga County
13111,Standard,Martville,Cayuga County
13112,Standard,Memphis,Onondaga County
13113,PO Box,Meridian,Cayuga County
13114,Standard,Mexico,Oswego County
13115,PO Box,Minetto,Oswego County
13116,Standard,Minoa,Onondaga County
13117,PO Box,Montezuma,Cayuga County
13118,Standard,Moravia,Cayuga County
13119,PO Box,Mottville,Onondaga County
13120,Standard,Nedrow,Onondaga County
13121,PO Box,New Haven,Oswego County
13122,Standard,New Woodstock,Madison County
13123,PO Box,North Bay,Oneida County
13124,Standard,North Pitcher,Chenango County
13126,Standard,Oswego,Oswego County
13131,Standard,Parish,Oswego County
13132,Standard,Pennellville,Oswego County
13134,PO Box,Peterboro,Madison County
13135,Standard,Phoenix,Oswego County
13136,Standard,Pitcher,Chenango County
13137,PO Box,Plainville,Onondaga County
13138,PO Box,Pompey,Onondaga County
13139,PO Box,Poplar Ridge,Cayuga County
13140,Standard,Port Byron,Cayuga County
13141,Standard,Preble,Cortland County
13142,Standard,Pulaski,Oswego County
13143,Standard,Red Creek,Wayne County
13144,Standard,Richland,Oswego County
13145,Standard,Sandy Creek,Oswego County
13146,Standard,Savannah,Wayne County
13147,Standard,"Scipio Center, Venice Center",Cayuga County
13148,Standard,Seneca Falls,Seneca County
13152,Standard,Skaneateles,Onondaga County
13153,PO Box,"Skaneateles Falls, Skan Falls",Onondaga County
13154,PO Box,South Butler,Wayne County
13155,Standard,South Otselic,Chenango County
13156,Standard,Sterling,Cayuga County
13157,PO Box,Sylvan Beach,Oneida County
13158,Standard,"Truxton, Cuyler, East Homer",Cortland County
13159,Standard,Tully,Onondaga County
13160,Standard,Union Springs,Cayuga County
13162,PO Box,Verona Beach,Oneida County
13163,PO Box,Wampsville,Madison County
13164,Standard,Warners,Onondaga County
13165,Standard,Waterloo,Seneca County
13166,Standard,Weedsport,Cayuga County
13167,Standard,West Monroe,Oswego County
13201,PO Box,Syracuse,Onondaga County
13202,Standard,Syracuse,Onondaga County
13203,Standard,Syracuse,Onondaga County
13204,Standard,Syracuse,Onondaga County
13205,Standard,Syracuse,Onondaga County
13206,Standard,Syracuse,Onondaga County
13207,Standard,Syracuse,Onondaga County
13208,Standard,Syracuse,Onondaga County
13209,Standard,"Syracuse, Solvay",Onondaga County
13210,Standard,Syracuse,Onondaga County
13211,Standard,"Syracuse, Mattydale",Onondaga County
13212,Standard,"Syracuse, N Syracuse, North Syracuse",Onondaga County
13214,Standard,"Syracuse, De Witt",Onondaga County
13215,Standard,Syracuse,Onondaga County
13217,PO Box,Syracuse,Onondaga County
13218,PO Box,Syracuse,Onondaga County
13219,Standard,Syracuse,Onondaga County
13220,PO Box,Syracuse,Onondaga County
13221,PO Box,Syracuse,Onondaga County
13224,Standard,Syracuse,Onondaga County
13225,Unique,Syracuse,Onondaga County
13235,PO Box,Syracuse,Onondaga County
13244,Unique,Syracuse,Onondaga County
13250,Unique,Syracuse,Onondaga County
13251,Unique,Syracuse,Onondaga County
13252,Unique,Syracuse,Onondaga County
13261,PO Box,Syracuse,Onondaga County
13290,PO Box,Syracuse,Onondaga County
13301,Standard,Alder Creek,Oneida County
13302,Standard,Altmar,Oswego County
13303,Standard,Ava,Oneida County
13304,Standard,Barneveld,Oneida County
13305,PO Box,"Beaver Falls, Beaver Fls",Lewis County
13308,Standard,Blossvale,Oneida County
13309,Standard,Boonville,Oneida County
13310,Standard,Bouckville,Madison County
13312,PO Box,"Brantingham, Glenfield",Lewis County
13313,PO Box,Bridgewater,Oneida County
13314,Standard,Brookfield,Madison County
13315,Standard,"Burlington Flats, Burlngtn Flt",Otsego County
13316,Standard,Camden,Oneida County
13317,Standard,"Canajoharie, Ames",Montgomery County
13318,Standard,Cassville,Oneida County
13319,Standard,Chadwicks,Oneida County
13320,Standard,Cherry Valley,Otsego County
13321,PO Box,Clark Mills,Oneida County
13322,Standard,Clayville,Oneida County
13323,Standard,Clinton,Oneida County
13324,Standard,"Cold Brook, Ohio",Herkimer County
13325,Standard,"Constableville, Constablevle",Lewis County
13326,Standard,"Cooperstown, Hartwick Seminary, Hrtwk Seminry",Otsego County
13327,Standard,Croghan,Lewis County
13328,Standard,Deansboro,Oneida County
13329,Standard,Dolgeville,Herkimer County
13331,Standard,Eagle Bay,Herkimer County
13332,Standard,"Earlville, Lebanon, Poolville",Madison County
13333,Standard,"East Springfield, E Springfield",Otsego County
13334,Standard,Eaton,Madison County
13335,Standard,Edmeston,Otsego County
13337,Standard,Fly Creek,Otsego County
13338,Standard,Forestport,Oneida County
13339,Standard,Fort Plain,Montgomery County
13340,Standard,"Frankfort, Schuyler",Herkimer County
13341,PO Box,"Franklin Springs, Franklin Spgs",Oneida County
13342,Standard,Garrattsville,Otsego County
13343,Standard,Glenfield,Lewis County
13345,Standard,Greig,Lewis County
13346,Standard,Hamilton,Madison County
13348,Standard,Hartwick,Otsego County
13350,Standard,Herkimer,Herkimer County
13352,PO Box,Hinckley,Oneida County
13353,PO Box,Hoffmeister,Hamilton County
13354,Standard,"Holland Patent, Holland Patnt",Oneida County
13355,Standard,Hubbardsville,Madison County
13357,Standard,Ilion,Herkimer County
13360,Standard,Inlet,Hamilton County
13361,Standard,Jordanville,Herkimer County
13362,PO Box,Knoxboro,Oneida County
13363,Standard,Lee Center,Oneida County
13364,PO Box,Leonardsville,Madison County
13365,Standard,Little Falls,Herkimer County
13367,Standard,"Lowville, Beaver River",Lewis County
13368,Standard,Lyons Falls,Lewis County
13401,PO Box,"Mc Connellsville, Mc Conelsvile",Oneida County
13402,Standard,Madison,Madison County
13403,Standard,Marcy,Oneida County
13404,PO Box,Martinsburg,Lewis County
13406,Standard,Middleville,Herkimer County
13407,Standard,Mohawk,Herkimer County
13408,Standard,Morrisville,Madison County
13409,Standard,"Munnsville, Pratts Hollow",Madison County
13410,PO Box,Nelliston,Montgomery County
13411,Standard,"New Berlin, S Edmeston, South Edmeston",Chenango County
13413,Standard,New Hartford,Oneida County
13415,Standard,New Lisbon,Otsego County
13416,Standard,Newport,Herkimer County
13417,Standard,"New York Mills, New York Mls",Oneida County
13418,Standard,"North Brookfield, N Brookfield",Madison County
13420,Standard,Old Forge,Herkimer County
13421,Standard,Oneida,Madison County
13424,Standard,Oriskany,Oneida County
13425,Standard,"Oriskany Falls, Oriskany Fls",Oneida County
13426,PO Box,Orwell,Oswego County
13428,Standard,"Palatine Bridge, Palatine Brg",Montgomery County
13431,Standard,Poland,Herkimer County
13433,Standard,Port Leyden,Lewis County
13435,PO Box,Prospect,Oneida County
13436,Standard,Raquette Lake,Hamilton County
13437,Standard,Redfield,Oswego County
13438,Standard,Remsen,Oneida County
13439,Standard,"Richfield Springs, Richfld Spgs",Otsego County
13440,Standard,Rome,Oneida County
13441,Standard,Rome,Oneida County
13442,PO Box,Rome,Oneida County
13449,Unique,Rome,Oneida County
13450,Standard,Roseboom,Otsego County
13452,Standard,"Saint Johnsville, St Johnsville",Montgomery County
13454,Standard,"Salisbury Center, Salisbury Ctr",Herkimer County
13455,PO Box,Sangerfield,Oneida County
13456,Standard,"Sauquoit, Paris",Oneida County
13457,PO Box,Schuyler Lake,Otsego County
13459,Standard,"Sharon Springs, Sharon Spgs",Schoharie County
13460,Standard,Sherburne,Chenango County
13461,Standard,Sherrill,Oneida County
13464,Standard,Smyrna,Chenango County
13465,Standard,Solsville,Madison County
13468,Standard,"Springfield Center, Springfld Ctr",Otsego County
13469,Standard,Stittville,Oneida County
13470,Standard,Stratford,Fulton County
13471,Standard,Taberg,Oneida County
13472,PO Box,Thendara,Herkimer County
13473,Standard,Turin,Lewis County
13475,Standard,"Van Hornesville, Van Hornesvle",Herkimer County
13476,Standard,Vernon,Oneida County
13477,Standard,Vernon Center,Oneida County
13478,Standard,Verona,Oneida County
13479,PO Box,"Washington Mills, Washingtn Mls",Oneida County
13480,Standard,Waterville,Oneida County
13482,Standard,"West Burlington, W Burlington",Otsego County
13483,Standard,Westdale,Oneida County
13484,PO Box,West Eaton,Madison County
13485,Standard,West Edmeston,Madison County
13486,Standard,Westernville,Oneida County
13488,Standard,Westford,Otsego County
13489,Standard,West Leyden,Lewis County
13490,Standard,Westmoreland,Oneida County
13491,Standard,"West Winfield, West Exeter",Herkimer County
13492,Standard,Whitesboro,Oneida County
13493,Standard,Williamstown,Oswego County
13494,Standard,Woodgate,Oneida County
13495,Standard,Yorkville,Oneida County
13501,Standard,Utica,Oneida County
13502,Standard,"Utica, Deerfield",Oneida County
13503,PO Box,Utica,Oneida County
13504,PO Box,Utica,Oneida County
13505,PO Box,Utica,Oneida County
13599,Unique,Utica,Oneida County
13601,Standard,"Watertown, Glen Park",Jefferson County
13602,Standard,"Fort Drum, Watertown",Jefferson County
13603,Standard,"Watertown, Fort Drum",Jefferson County
13605,Standard,"Adams, Smithville",Jefferson County
13606,Standard,Adams Center,Jefferson County
13607,Standard,"Alexandria Bay, Alex Bay, Point Vivian",Jefferson County
13608,Standard,Antwerp,Jefferson County
13611,PO Box,Belleville,Jefferson County
13612,Standard,Black River,Jefferson County
13613,Standard,Brasher Falls,St. Lawrence County
13614,Standard,Brier Hill,St. Lawrence County
13615,PO Box,Brownville,Jefferson County
13616,Standard,Calcium,Jefferson County
13617,Standard,Canton,St. Lawrence County
13618,Standard,Cape Vincent,Jefferson County
13619,Standard,Carthage,Jefferson County
13620,Standard,Castorland,Lewis County
13621,Standard,Chase Mills,St. Lawrence County
13622,Standard,Chaumont,Jefferson County
13623,PO Box,Chippewa Bay,St. Lawrence County
13624,Standard,"Clayton, Frontenac, Grenell, Murray Isle",Jefferson County
13625,Standard,Colton,St. Lawrence County
13626,Standard,"Copenhagen, Barnes Corners, Barnes Cors, South Rutla...",Lewis County
13627,PO Box,Deer River,Lewis County
13628,PO Box,Deferiet,Jefferson County
13630,Standard,"De Kalb Junction, De Kalb Jct",St. Lawrence County
13631,PO Box,Denmark,Lewis County
13632,PO Box,Depauville,Jefferson County
13633,Standard,De Peyster,St. Lawrence County
13634,Standard,Dexter,Jefferson County
13635,Standard,Edwards,St. Lawrence County
13636,Standard,Ellisburg,Jefferson County
13637,Standard,Evans Mills,Jefferson County
13638,Standard,Felts Mills,Jefferson County
13639,Standard,Fine,St. Lawrence County
13640,Standard,"Wellesley Island, Fineview, Wellesley Is",Jefferson County
13641,PO Box,"Fishers Landing, Fishers Lndg",Jefferson County
13642,Standard,"Gouverneur, Balmat",St. Lawrence County
13643,PO Box,Great Bend,Jefferson County
13645,PO Box,Hailesboro,St Lawrence County
13646,Standard,Hammond,St. Lawrence County
13647,PO Box,Hannawa Falls,St. Lawrence County
13648,Standard,Harrisville,Lewis County
13649,PO Box,Helena,St. Lawrence County
13650,Standard,"Henderson, Woodville",Jefferson County
13651,PO Box,"Henderson Harbor, Henderson Hbr",Jefferson County
13652,Standard,Hermon,St. Lawrence County
13654,Standard,Heuvelton,St. Lawrence County
13655,Standard,"Hogansburg, Akwesasne",St. Lawrence County
13656,Standard,La Fargeville,Jefferson County
13657,PO Box,Limerick,Jefferson County
13658,Standard,Lisbon,St. Lawrence County
13659,Standard,Lorraine,Jefferson County
13660,Standard,Madrid,St. Lawrence County
13661,Standard,Mannsville,Jefferson County
13662,Standard,Massena,St. Lawrence County
13664,Standard,Morristown,St. Lawrence County
13665,Standard,"Natural Bridge, Natural Brg",Jefferson County
13666,PO Box,Newton Falls,St. Lawrence County
13667,Standard,Norfolk,St. Lawrence County
13668,Standard,Norwood,St. Lawrence County
13669,Standard,Ogdensburg,St. Lawrence County
13670,Standard,Oswegatchie,St. Lawrence County
13671,PO Box,Antwerp,Jefferson County
13672,Standard,Parishville,St. Lawrence County
13673,Standard,Philadelphia,Jefferson County
13674,PO Box,"Pierrepont Manor, Pierrepnt Mnr",Jefferson County
13675,Standard,Plessis,Jefferson County
13676,Standard,Potsdam,St. Lawrence County
13677,PO Box,Pyrites,St. Lawrence County
13678,PO Box,Raymondville,St. Lawrence County
13679,Standard,Redwood,Jefferson County
13680,Standard,"Rensselaer Falls, Rensslaer Fls",St. Lawrence County
13681,Standard,Richville,St. Lawrence County
13682,Standard,Rodman,Jefferson County
13683,PO Box,Rooseveltown,St Lawrence County
13684,Standard,"Russell, Degrasse",St. Lawrence County
13685,Standard,"Sackets Harbor, Sackets Hbr",Jefferson County
13687,Standard,South Colton,St. Lawrence County
13690,Standard,Star Lake,St. Lawrence County
13691,Standard,Theresa,Jefferson County
13692,PO Box,"Thousand Island Park, Thous Is Pk, Thousnd Is Pk",Jefferson County
13693,Standard,"Three Mile Bay, Three Mle Bay",Jefferson County
13694,Standard,Waddington,St. Lawrence County
13695,PO Box,Wanakena,St. Lawrence County
13696,Standard,"West Stockholm, W Stockholm",St. Lawrence County
13697,Standard,Winthrop,St. Lawrence County
13699,Unique,Potsdam,St Lawrence County
13730,Standard,Afton,Chenango County
13731,Standard,Andes,Delaware County
13732,Standard,Apalachin,Tioga County
13733,Standard,Bainbridge,Chenango County
13734,Standard,Barton,Tioga County
13736,Standard,Berkshire,Tioga County
13737,PO Box,"Bible School Park, Bible Sch Pk",Broome County
13738,PO Box,"Blodgett Mills, Blodgett Mls",Cortland County
13739,Standard,Bloomville,Delaware County
13740,Standard,Bovina Center,Delaware County
13743,Standard,Candor,Tioga County
13744,Standard,Castle Creek,Broome County
13745,PO Box,"Chenango Bridge, Chenango Brg",Broome County
13746,Standard,"Chenango Forks, Chenango Fks",Broome County
13747,PO Box,Colliersville,Otsego County
13748,Standard,Conklin,Broome County
13749,PO Box,Corbettsville,Broome County
13750,Standard,Davenport,Delaware County
13751,Standard,"Davenport Center, Davenport Ctr",Delaware County
13752,Standard,Delancey,Delaware County
13753,Standard,"Delhi, Meredith",Delaware County
13754,Standard,Deposit,Broome County
13755,Standard,"Downsville, Shinhopple",Delaware County
13756,Standard,East Branch,Delaware County
13757,Standard,East Meredith,Delaware County
13758,PO Box,"East Pharsalia, E Pharsalia",Chenango County
13760,Standard,"Endicott, Endwell",Broome County
13761,PO Box,Endicott,Broome County
13762,PO Box,Endwell,Broome County
13763,PO Box,Endicott,Broome County
13774,PO Box,Fishs Eddy,Delaware County
13775,Standard,Franklin,Delaware County
13776,Standard,Gilbertsville,Otsego County
13777,Standard,Glen Aubrey,Broome County
13778,Standard,Greene,Chenango County
13780,Standard,Guilford,Chenango County
13782,Standard,Hamden,Delaware County
13783,Standard,"Hancock, Cadosia",Delaware County
13784,PO Box,Harford,Cortland County
13786,Standard,Harpersfield,Delaware County
13787,Standard,Harpursville,Broome County
13788,Standard,Hobart,Delaware County
13790,Standard,Johnson City,Broome County
13794,PO Box,Killawog,Broome County
13795,Standard,Kirkwood,Broome County
13796,Standard,Laurens,Otsego County
13797,Standard,Lisle,Broome County
13801,Standard,Mc Donough,Chenango County
13802,Standard,Maine,Broome County
13803,Standard,Marathon,Cortland County
13804,Standard,Masonville,Delaware County
13806,Standard,Meridale,Delaware County
13807,Standard,Milford,Otsego County
13808,Standard,Morris,Otsego County
13809,Standard,Mount Upton,Chenango County
13810,Standard,Mount Vision,Otsego County
13811,Standard,Newark Valley,Tioga County
13812,Standard,Nichols,Tioga County
13813,Standard,Nineveh,Broome County
13814,PO Box,North Norwich,Chenango County
13815,Standard,Norwich,Chenango County
13820,Standard,Oneonta,Otsego County
13825,Standard,Otego,Otsego County
13826,Standard,"Ouaquaga, Harpursville",Broome County
13827,Standard,Owego,Tioga County
13830,Standard,"Oxford, Brisben",Chenango County
13832,Standard,Plymouth,Chenango County
13833,Standard,"Port Crane, Sanitaria Spg, Sanitaria Springs",Broome County
13834,Standard,Portlandville,Otsego County
13835,Standard,"Richford, Harford Mills",Tioga County
13837,PO Box,Shinhopple,Delaware County
13838,Standard,Sidney,Delaware County
13839,Standard,Sidney Center,Delaware County
13840,PO Box,Smithboro,Tioga County
13841,Standard,"Smithville Flats, Smithvle Flts",Chenango County
13842,Standard,"South Kortright, S Kortright",Delaware County
13843,Standard,"South New Berlin, S New Berlin",Chenango County
13844,Standard,"South Plymouth, So Plymouth",Chenango County
13845,PO Box,Tioga Center,Tioga County
13846,Standard,"Treadwell, Franklin",Delaware County
13847,PO Box,Trout Creek,Delaware County
13848,PO Box,Tunnel,Broome County
13849,Standard,Unadilla,Otsego County
13850,Standard,Vestal,Broome County
13851,PO Box,Vestal,Broome County
13856,Standard,Walton,Delaware County
13859,Standard,Wells Bridge,Otsego County
13860,PO Box,"West Davenport, W Davenport",Delaware County
13861,Standard,West Oneonta,Otsego County
13862,Standard,Whitney Point,Broome County
13863,Standard,Willet,Cortland County
13864,Standard,Willseyville,Tioga County
13865,Standard,"Windsor, W Windsor, West Windsor",Broome County
13901,Standard,Binghamton,Broome County
13902,PO Box,Binghamton,Broome County
13903,Standard,Binghamton,Broome County
13904,Standard,Binghamton,Broome County
13905,Standard,Binghamton,Broome County
14001,Standard,Akron,Erie County
14004,Standard,Alden,Erie County
14005,Standard,Alexander,Genesee County
14006,Standard,Angola,Erie County
14008,Standard,Appleton,Niagara County
14009,Standard,Arcade,Wyoming County
14010,PO Box,Athol Springs,Erie County
14011,Standard,Attica,Wyoming County
14012,Standard,Barker,Niagara County
14013,Standard,"Basom, Alabama",Genesee County
14020,Standard,Batavia,Genesee County
14021,PO Box,Batavia,Genesee County
14024,Standard,Bliss,Wyoming County
14025,Standard,Boston,Erie County
14026,Standard,Bowmansville,Erie County
14027,PO Box,Brant,Erie County
14028,Standard,Burt,Niagara County
14029,PO Box,Centerville,Allegany County
14030,Standard,Chaffee,Erie County
14031,Standard,Clarence,Erie County
14032,Standard,"Clarence Center, Clarence Ctr",Erie County
14033,Standard,Colden,Erie County
14034,Standard,Collins,Erie County
14035,PO Box,"Collins Center, Collins Ctr",Erie County
14036,Standard,Corfu,Genesee County
14037,Standard,Cowlesville,Wyoming County
14038,PO Box,Crittenden,Erie County
14039,Standard,Dale,Wyoming County
14040,Standard,Darien Center,Genesee County
14041,Standard,Dayton,Cattaraugus County
14042,Standard,Delevan,Cattaraugus County
14043,Standard,Depew,Erie County
14047,Standard,Derby,Erie County
14048,Standard,"Dunkirk, Van Buren Bay",Chautauqua County
14051,Standard,"East Amherst, Swormville",Erie County
14052,Standard,East Aurora,Erie County
14054,Standard,East Bethany,Genesee County
14055,Standard,"East Concord, Concord",Erie County
14056,PO Box,East Pembroke,Genesee County
14057,Standard,Eden,Erie County
14058,Standard,Elba,Genesee County
14059,Standard,Elma,Erie County
14060,Standard,"Farmersville Station, Farmersvl Sta",Cattaraugus County
14061,PO Box,Farnham,Erie County
14062,Standard,Forestville,Chautauqua County
14063,Standard,Fredonia,Chautauqua County
14065,Standard,"Freedom, Sandusky",Cattaraugus County
14066,Standard,Gainesville,Wyoming County
14067,Standard,Gasport,Niagara County
14068,Standard,"Getzville, Amherst",Erie County
14069,Standard,Glenwood,Erie County
14070,Standard,Gowanda,Erie County
14072,Standard,Grand Island,Erie County
14075,Standard,Hamburg,Erie County
14080,Standard,Holland,Erie County
14081,Standard,Irving,Chautauqua County
14082,Standard,Java Center,Wyoming County
14083,Standard,Java Village,Wyoming County
14085,Standard,Lake View,Erie County
14086,Standard,Lancaster,Erie County
14091,Standard,Lawtons,Erie County
14092,Standard,"Lewiston, Stela Niagara, Stella Niagara",Niagara County
14094,Standard,Lockport,Niagara County
14095,PO Box,Lockport,Niagara County
14098,Standard,Lyndonville,Orleans County
14101,Standard,Machias,Cattaraugus County
14102,Standard,Marilla,Erie County
14103,Standard,Medina,Orleans County
14105,Standard,Middleport,Niagara County
14107,PO Box,Model City,Niagara County
14108,Standard,Newfane,Niagara County
14109,PO Box,"Niagara University, Niagara Univ",Niagara County
14110,PO Box,North Boston,Erie County
14111,Standard,North Collins,Erie County
14112,PO Box,North Evans,Erie County
14113,Standard,North Java,Wyoming County
14120,Standard,"North Tonawanda, N Tonawanda",Niagara County
14125,Standard,Oakfield,Genesee County
14126,PO Box,Olcott,Niagara County
14127,Standard,Orchard Park,Erie County
14129,Standard,Perrysburg,Cattaraugus County
14130,PO Box,Pike,Wyoming County
14131,Standard,Ransomville,Niagara County
14132,Standard,Sanborn,Niagara County
14133,PO Box,Sandusky,Cattaraugus County
14134,Standard,Sardinia,Erie County
14135,PO Box,Sheridan,Chautauqua County
14136,Standard,Silver Creek,Chautauqua County
14138,Standard,South Dayton,Cattaraugus County
14139,Standard,South Wales,Erie County
14140,PO Box,Spring Brook,Erie County
14141,Standard,Springville,Erie County
14143,Standard,Stafford,Genesee County
14144,Standard,"Stella Niagara, Stela Niagara",Niagara County
14145,Standard,Strykersville,Wyoming County
14150,Standard,Tonawanda,Erie County
14151,PO Box,Tonawanda,Erie County
14166,PO Box,"Van Buren Point, Dunkirk, Van Buren Pt",Chautauqua County
14167,Standard,Varysburg,Wyoming County
14168,PO Box,Versailles,Cattaraugus County
14169,PO Box,Wales Center,Erie County
14170,Standard,West Falls,Erie County
14171,Standard,West Valley,Cattaraugus County
14172,Standard,Wilson,Niagara County
14173,PO Box,Yorkshire,Cattaraugus County
14174,Standard,Youngstown,Niagara County
14201,Standard,Buffalo,Erie County
14202,Standard,Buffalo,Erie County
14203,Standard,Buffalo,Erie County
14204,Standard,Buffalo,Erie County
14205,PO Box,Buffalo,Erie County
14206,Standard,"Buffalo, Cheektowaga, West Seneca",Erie County
14207,Standard,Buffalo,Erie County
14208,Standard,Buffalo,Erie County
14209,Standard,Buffalo,Erie County
14210,Standard,"Buffalo, West Seneca",Erie County
14211,Standard,Buffalo,Erie County
14212,Standard,"Buffalo, Sloan",Erie County
14213,Standard,Buffalo,Erie County
14214,Standard,Buffalo,Erie County
14215,Standard,"Buffalo, Cheektowaga, Snyder",Erie County
14216,Standard,Buffalo,Erie County
14217,Standard,"Buffalo, Kenmore, Tn Of Tona, Tonawanda, Town Of ...",Erie County
14218,Standard,"Buffalo, Lackawanna, West Seneca",Erie County
14219,Standard,"Buffalo, Blasdell",Erie County
14220,Standard,Buffalo,Erie County
14221,Standard,"Buffalo, Amherst, Williamsville",Erie County
14222,Standard,Buffalo,Erie County
14223,Standard,"Buffalo, Kenmore, Tn Of Tona, Tonawanda, Town Of ...",Erie County
14224,Standard,"Buffalo, West Seneca",Erie County
14225,Standard,"Buffalo, Cheektowaga",Erie County
14226,Standard,"Buffalo, Amherst, Eggertsville, Snyder",Erie County
14227,Standard,"Buffalo, Cheektowaga, S Cheek, South Cheektowaga",Erie County
14228,Standard,"Buffalo, Amherst, W Amherst, West Amherst",Erie County
14231,PO Box,"Buffalo, Amherst, Williamsville",Erie County
14233,Unique,Buffalo,Erie County
14240,PO Box,Buffalo,Erie County
14241,Unique,Buffalo,Erie County
14260,Unique,"Buffalo, Amherst",Erie County
14261,Unique,"Buffalo, Amherst",Erie County
14263,Unique,Buffalo,Erie County
14264,Unique,Buffalo,Erie County
14265,Unique,Buffalo,Erie County
14267,Unique,Buffalo,Erie County
14269,Unique,Buffalo,Erie County
14270,Unique,Buffalo,Erie County
14272,Unique,Buffalo,Erie County
14273,Unique,Buffalo,Erie County
14276,Unique,Buffalo,Erie County
14280,Unique,Buffalo,Erie County
14301,Standard,Niagara Falls,Niagara County
14302,PO Box,Niagara Falls,Niagara County
14303,Standard,Niagara Falls,Niagara County
14304,Standard,Niagara Falls,Niagara County
14305,Standard,Niagara Falls,Niagara County
14410,PO Box,Adams Basin,Monroe County
14411,Standard,"Albion, Eagle Harbor",Orleans County
14413,PO Box,Alton,Wayne County
14414,Standard,Avon,Livingston County
14415,Standard,Bellona,Yates County
14416,Standard,Bergen,Genesee County
14418,Standard,Branchport,Yates County
14420,Standard,Brockport,Monroe County
14422,Standard,Byron,Genesee County
14423,Standard,Caledonia,Livingston County
14424,Standard,Canandaigua,Ontario County
14425,Standard,"Farmington, Canandaigua",Ontario County
14427,Standard,Castile,Wyoming County
14428,Standard,"Churchville, Clifton",Monroe County
14429,PO Box,Clarendon,Orleans County
14430,PO Box,Clarkson,Monroe County
14432,Standard,"Clifton Springs, Clifton Spgs",Ontario County
14433,Standard,Clyde,Wayne County
14435,Standard,Conesus,Livingston County
14437,Standard,Dansville,Livingston County
14441,Standard,Dresden,Yates County
14443,PO Box,"East Bloomfield, E Bloomfield",Ontario County
14445,Standard,"East Rochester, E Rochester",Monroe County
14449,PO Box,"East Williamson, E Williamson",Wayne County
14450,Standard,Fairport,Monroe County
14452,PO Box,Fancher,Orleans County
14453,PO Box,Fishers,Ontario County
14454,Standard,Geneseo,Livingston County
14456,Standard,Geneva,Ontario County
14461,PO Box,Gorham,Ontario County
14462,Standard,Groveland,Livingston County
14463,PO Box,Hall,Ontario County
14464,Standard,Hamlin,Monroe County
14466,Standard,Hemlock,Ontario County
14467,Standard,Henrietta,Monroe County
14468,Standard,Hilton,Monroe County
14469,Standard,Bloomfield,Ontario County
14470,Standard,"Holley, Hulberton",Orleans County
14471,Standard,Honeoye,Ontario County
14472,Standard,Honeoye Falls,Monroe County
14475,Standard,Ionia,Ontario County
14476,Standard,Kendall,Orleans County
14477,Standard,Kent,Orleans County
14478,Standard,"Keuka Park, Bluff Point",Yates County
14479,Standard,Knowlesville,Orleans County
14480,Standard,Lakeville,Livingston County
